objectid,lau115cd,lau115nm,year,region,population,predictedprevalence,percentageprevalence,Noqualifications,Percentagenoqualification,Level1qualifications,percentagelevel1,Level2qualifications,percentagelevel2,Apprenticeship,percentageapprenticeship,Level3qualifications,percentagelevel3,Level4qualificationsandabove,percentagelevel4andabove,Otherqualifications,percentageotherqualifications,weeklygrosspaymean
26,E06000026,Plymouth,2025,"""South West""",211502,"1,619",0.77,47073,22.26,28541,13.49,35452,16.76,11004,5.2,35009,16.55,45379,21.46,9044,4.28,453.6
26,E06000026,Plymouth,2030,"""South West""",211502,"1,631",0.77,47073,22.26,28541,13.49,35452,16.76,11004,5.2,35009,16.55,45379,21.46,9044,4.28,453.6
26,E06000026,Plymouth,2035,"""South West""",211502,"1,636",0.77,47073,22.26,28541,13.49,35452,16.76,11004,5.2,35009,16.55,45379,21.46,9044,4.28,590.6
26,E06000026,Plymouth,2040,"""South West""",211502,"1,629",0.77,47073,22.26,28541,13.49,35452,16.76,11004,5.2,35009,16.55,45379,21.46,9044,4.28,453.6
29,E06000029,Poole,2020,"""South West""",121986,793,0.65,26108,21.4,17573,14.41,20298,16.64,5917,4.85,15229,12.48,31143,25.53,5718,4.69,539.9
29,E06000029,Poole,2025,"""South West""",121986,790,0.65,26108,21.4,17573,14.41,20298,16.64,5917,4.85,15229,12.48,31143,25.53,5718,4.69,539.9
29,E06000029,Poole,2030,"""South West""",121986,789,0.65,26108,21.4,17573,14.41,20298,16.64,5917,4.85,15229,12.48,31143,25.53,5718,4.69,539.9
29,E06000029,Poole,2035,"""South West""",121986,781,0.64,26108,21.4,17573,14.41,20298,16.64,5917,4.85,15229,12.48,31143,25.53,5718,4.69,569.6
29,E06000029,Poole,2040,"""South West""",121986,771,0.63,26108,21.4,17573,14.41,20298,16.64,5917,4.85,15229,12.48,31143,25.53,5718,4.69,539.9
91,E07000051,Purbeck,2020,"""South West""",37678,396,1.05,8122,21.56,5401,14.33,6328,16.79,1891,5.02,4559,12.1,9687,25.71,1690,4.49,491.2
91,E07000051,Purbeck,2025,"""South West""",37678,392,1.04,8122,21.56,5401,14.33,6328,16.79,1891,5.02,4559,12.1,9687,25.71,1690,4.49,491.2
91,E07000051,Purbeck,2030,"""South West""",37678,383,1.02,8122,21.56,5401,14.33,6328,16.79,1891,5.02,4559,12.1,9687,25.71,1690,4.49,491.2
91,E07000051,Purbeck,2035,"""South West""",37678,377,1,8122,21.56,5401,14.33,6328,16.79,1891,5.02,4559,12.1,9687,25.71,1690,4.49,498.9
